EiC,CX,45,15500,344.4,2016-10-08
EiC,CX,80,26850,335.6,2016-10-09
EiC,CX,44,11150,253.4,2016-10-10
EiC,CX,14,4350,310.7,2016-10-11
EiC,CX,23,8350,363,2016-10-12
EiC,CX,36,12300,341.7,2016-10-13
EiC,CX,46,13000,282.6,2016-10-14
EiC,CX,18,5900,327.8,2016-10-15
EiC,CX,18,6600,366.7,2016-10-16
EiC,CX,38,10200,268.4,2016-10-17
EiC,CX,22,6900,313.6,2016-10-18
EiC,CX,30,8900,296.7,2016-10-19
EiC,CX,35,10800,308.6,2016-10-20
EiC,CX,57,15100,264.9,2016-10-21
EiC,CX,24,8850,368.8,2016-10-22
EiC,CX,31,10000,322.6,2016-10-23
EiC,CX,45,13000,288.9,2016-10-24
EiC,CX,40,10350,258.8,2016-10-25
EiC,CX,60,15600,260,2016-10-26
EiC,CX,149,39150,262.8,2016-10-27
EiC,CX,60,16550,275.8,2016-10-28
EiC,CX,18,5000,277.8,2016-10-29
EiC,CX,93,25500,274.2,2016-10-30
EiC,CX,99,26800,270.7,2016-10-31
EiC,CX,81,22150,273.5,2016-11-01
EiC,CX,22,6200,281.8,2016-11-02
EiC,CX,15,5300,353.3,2016-11-03
EiC,CX,24,6500,270.8,2016-11-04
EiC,CX,14,4850,346.4,2016-11-05
EiC,CX,20,5700,285,2016-11-06
EiC,CX,43,12500,290.7,2016-11-07
EiC,CX,35,9100,260,2016-11-08
EiC,CX,80,20350,254.4,2016-11-09
EiC,CX,19,5100,268.4,2016-11-10
EiC,CX,34,9700,285.3,2016-11-11
EiC,CX,13,4250,326.9,2016-11-12
EiC,CX,13,4650,357.7,2016-11-13
EiC,CX,52,14200,273.1,2016-11-14
EiC,CX,37,9950,268.9,2016-11-15
EiC,CX,24,7350,306.3,2016-11-16
EiC,CX,30,8900,296.7,2016-11-17
EiC,CX,23,5750,250,2016-11-18
EiC,CX,9,2600,288.9,2016-11-19
EiC,CX,22,8800,400,2016-11-20
EiC,CX,42,10850,258.3,2016-11-21
EiC,CX,51,15000,294.1,2016-11-22
EiC,CX,702,191550,272.9,2016-11-23
EiC,CX,20,11100,555,2016-11-24
EiC,CX,703,193250,274.9,2016-11-25
EiC,CX,147,61000,415,2016-11-26
EiC,CX,54,19400,359.3,2016-11-27
EiC,CX,48,12350,257.3,2016-11-28
EiC,CX,681,183800,269.9,2016-11-29
EiC,CX,716,196750,274.8,2016-11-30
EiC,CX,40,13850,346.3,2016-12-01
EiC,CX,35,10450,298.6,2016-12-02
EiC,CX,18,4500,250,2016-12-03
EiC,CX,14,3500,250,2016-12-04
EiC,CX,44,12800,290.9,2016-12-05
EiC,CX,158,39850,252.2,2016-12-06
EiC,CX,41,11100,270.7,2016-12-07
EiC,CX,27,7400,274.1,2016-12-08
EiC,CX,31,8100,261.3,2016-12-09
EiC,CX,10,3850,385,2016-12-10
EiC,CX,35,10950,312.9,2016-12-11
EiC,CX,89,25200,283.1,2016-12-12
EiC,CX,47,13150,279.8,2016-12-13
EiC,CX,26,7550,290.4,2016-12-14
EiC,CX,41,12700,309.8,2016-12-15
EiC,CX,37,11450,309.5,2016-12-16
EiC,CX,148,41400,279.7,2016-12-17
EiC,CX,101,28800,285.1,2016-12-18
EiC,CX,44,13850,314.8,2016-12-19
EiC,CX,29,8300,286.2,2016-12-20
EiC,CX,52,13500,259.6,2016-12-21
EiC,CX,59,16300,276.3,2016-12-22
EiC,CX,50,13550,271,2016-12-23
EiC,CX,12,3350,279.2,2016-12-24
EiC,CX,11,3800,345.5,2016-12-25
EiC,CX,35,10650,304.3,2016-12-26
EiC,CX,27,9500,351.9,2016-12-27
EiC,CX,55,16350,297.3,2016-12-28
EiC,CX,47,12600,268.1,2016-12-29
EiC,CX,298,77700,260.7,2016-12-30
EiC,CX,88,26250,298.3,2016-12-31
EiC,CX,19,7000,368.4,2017-01-01
EiC,CX,41,12000,292.7,2017-01-02
EiC,CX,23,7150,310.9,2017-01-03
EiC,CX,56,14700,262.5,2017-01-04
EiC,CX,28,8900,317.9,2017-01-05
EiC,CX,83,25500,307.2,2017-01-06
EiC,CX,115,36650,318.7,2017-01-07
EiC,CX,87,30850,354.6,2017-01-08
EiC,CX,125,40450,323.6,2017-01-09
EiC,CX,120,32400,270,2017-01-10
EiC,CX,92,25400,276.1,2017-01-11
EiC,CX,114,30700,269.3,2017-01-12
EiC,CX,220,58150,264.3,2017-01-13
EiC,CX,35,9950,284.3,2017-01-14
EiC,CX,34,9550,280.9,2017-01-15
EiC,CX,65,19050,293.1,2017-01-16
EiC,CX,25,6950,278,2017-01-17
EiC,CX,31,9450,304.8,2017-01-18
EiC,CX,40,10350,258.8,2017-01-19
EiC,CX,32,9200,287.5,2017-01-20
EiC,CX,20,7550,377.5,2017-01-21
EiC,CX,25,8650,346,2017-01-22
EiC,CX,188,49100,261.2,2017-01-23
EiC,CX,110,30100,273.6,2017-01-24
EiC,CX,74,18650,252,2017-01-25
EiC,CX,27,7500,277.8,2017-01-26
EiC,CX,27,7550,279.6,2017-01-27
EiC,CX,9,3600,400,2017-01-28
EiC,CX,16,5350,334.4,2017-01-29
EiC,CX,44,12650,287.5,2017-01-30
EiC,CX,41,10950,267.1,2017-01-31
EiC,CX,56,15200,271.4,2017-02-01
EiC,CX,36,9300,258.3,2017-02-02
EiC,CX,43,11450,266.3,2017-02-03
EiC,CX,29,8450,291.4,2017-02-04
EiC,CX,43,14050,326.7,2017-02-05
EiC,CX,43,11600,269.8,2017-02-06
EiC,CX,29,9350,322.4,2017-02-07
EiC,CX,51,13400,262.7,2017-02-08
EiC,CX,59,24200,410.2,2017-02-09
EiC,CX,35,10850,310,2017-02-10
EiC,CX,23,7500,326.1,2017-02-11
EiC,CX,27,7950,294.4,2017-02-12
EiC,CX,37,11500,310.8,2017-02-13
EiC,CX,14,5250,375,2017-02-14
EiC,CX,25,6600,264,2017-02-15
EiC,CX,73,18900,258.9,2017-02-16
EiC,CX,71,18950,266.9,2017-02-17
EiC,CX,21,6950,331,2017-02-18
EiC,CX,27,11100,411.1,2017-02-19
EiC,CX,54,15950,295.4,2017-02-20
EiC,CX,18,4850,269.4,2017-02-21
EiC,CX,39,10100,259,2017-02-22
EiC,CX,275,69550,252.9,2017-02-23
EiC,CX,46,11800,256.5,2017-02-24
EiC,CX,9,2950,327.8,2017-02-25
EiC,CX,16,5050,315.6,2017-02-26
EiC,CX,26,6500,250,2017-02-27
EiC,CX,31,8900,287.1,2017-02-28
EiC,CX,29,7550,260.3,2017-03-01
EiC,CX,52,15800,303.8,2017-03-02
EiC,CX,41,12300,300,2017-03-03
EiC,CX,17,5250,308.8,2017-03-04
EiC,CX,15,3750,250,2017-03-05
EiC,CX,154,40000,259.7,2017-03-06
EiC,CX,149,39350,264.1,2017-03-07
EiC,CX,165,42800,259.4,2017-03-08
EiC,CX,153,39450,257.8,2017-03-09
EiC,CX,225,62550,278,2017-03-10
EiC,CX,31,9500,306.5,2017-03-11
EiC,CX,18,5350,297.2,2017-03-12
EiC,CX,160,44200,276.3,2017-03-13
EiC,CX,270,113250,419.4,2017-03-14
EiC,CX,44,18000,409.1,2017-03-15
EiC,CX,15,4250,283.3,2017-03-16
EiC,CX,33,8950,271.2,2017-03-17
EiC,CX,52,15200,292.3,2017-03-18
EiC,CX,56,15200,271.4,2017-03-19
EiC,CX,138,35300,255.8,2017-03-20
EiC,CX,33,8750,265.2,2017-03-21
EiC,CX,28,8100,289.3,2017-03-22
EiC,CX,27,7450,275.9,2017-03-23
EiC,CX,32,9750,304.7,2017-03-24
EiC,CX,7,2800,400,2017-03-25
EiC,CX,19,6150,323.7,2017-03-26
EiC,CX,31,9500,306.5,2017-03-27
EiC,CX,33,9100,275.8,2017-03-28
EiC,CX,25,6850,274,2017-03-29
EiC,CX,32,8850,276.6,2017-03-30
EiC,CX,44,12750,289.8,2017-03-31
EiC,CX,17,5800,341.2,2017-04-01
EiC,CX,14,5250,375,2017-04-02
EiC,CX,50,14000,280,2017-04-03
EiC,CX,26,7350,282.7,2017-04-04
EiC,CX,72,20300,281.9,2017-04-05
EiC,CX,37,11700,316.2,2017-04-06
EiC,CX,105,28800,274.3,2017-04-07
EiC,CX,67,17250,257.5,2017-04-08
EiC,CX,29,10550,363.8,2017-04-09
EiC,CX,20,5700,285,2017-04-10
EiC,CX,19,5600,294.7,2017-04-11
EiC,CX,24,6350,264.6,2017-04-12
EiC,CX,15,4450,296.7,2017-04-13
EiC,CX,18,5150,286.1,2017-04-14
EiC,CX,3,1600,533.3,2017-04-15
EiC,CX,7,2600,371.4,2017-04-16
EiC,CX,15,5850,390,2017-04-17
EiC,CX,10,3900,390,2017-04-18
EiC,CX,41,10900,265.9,2017-04-19
EiC,CX,43,12650,294.2,2017-04-20
EiC,CX,28,8500,303.6,2017-04-21
EiC,CX,16,7450,465.6,2017-04-22
EiC,CX,15,6200,413.3,2017-04-23
EiC,CX,70,19900,284.3,2017-04-24
EiC,CX,22,6550,297.7,2017-04-25
EiC,CX,27,7600,281.5,2017-04-26
EiC,CX,28,7350,262.5,2017-04-27
EiC,CX,47,15000,319.1,2017-04-28
EiC,CX,16,4350,271.9,2017-04-29
EiC,CX,11,3600,327.3,2017-04-30
EiC,CX,19,4900,257.9,2017-05-01
EiC,CX,21,5400,257.1,2017-05-02
EiC,CX,26,8750,336.5,2017-05-03
EiC,CX,100,25850,258.5,2017-05-04
EiC,CX,21,6450,307.1,2017-05-05
EiC,CX,13,4800,369.2,2017-05-06
EiC,CX,16,5200,325,2017-05-07
EiC,CX,21,7700,366.7,2017-05-08
EiC,CX,26,9100,350,2017-05-09
EiC,CX,36,11750,326.4,2017-05-10
EiC,CX,36,11050,306.9,2017-05-11
EiC,CX,75,20500,273.3,2017-05-12
EiC,CX,19,7450,392.1,2017-05-13
EiC,CX,57,17050,299.1,2017-05-14
EiC,CX,31,10200,329,2017-05-15
EiC,CX,26,8950,344.2,2017-05-16
EiC,CX,25,8800,352,2017-05-17
EiC,CX,23,7150,310.9,2017-05-18
EiC,CX,51,15200,298,2017-05-19
EiC,CX,30,9950,331.7,2017-05-20
EiC,CX,26,7900,303.8,2017-05-21
EiC,CX,37,10600,286.5,2017-05-22
EiC,CX,31,8450,272.6,2017-05-23
EiC,CX,27,7450,275.9,2017-05-24
EiC,CX,24,8450,352.1,2017-05-25
EiC,CX,29,8450,291.4,2017-05-26
EiC,CX,386,141350,366.2,2017-05-27
EiC,CX,309,87300,282.5,2017-05-28
EiC,CX,69,20050,290.6,2017-05-29
EiC,CX,101,25400,251.5,2017-05-30
EiC,CX,34,10250,301.5,2017-05-31
EiC,CX,40,13300,332.5,2017-06-01
EiC,CX,65,19350,297.7,2017-06-02
EiC,CX,73,20650,282.9,2017-06-03
EiC,CX,26,8750,336.5,2017-06-04
EiC,CX,24,8600,358.3,2017-06-05
EiC,CX,69,19150,277.5,2017-06-06
EiC,CX,62,17050,275,2017-06-07
EiC,CX,43,11900,276.7,2017-06-08
EiC,CX,45,12650,281.1,2017-06-09
EiC,CX,24,6950,289.6,2017-06-10
EiC,CX,25,8650,346,2017-06-11
EiC,CX,33,10100,306.1,2017-06-12
EiC,CX,39,12900,330.8,2017-06-13
EiC,CX,31,10000,322.6,2017-06-14
EiC,CX,48,13700,285.4,2017-06-15
EiC,CX,94,27750,295.2,2017-06-16
EiC,CX,28,8850,316.1,2017-06-17
EiC,CX,38,14400,378.9,2017-06-18
EiC,CX,42,13900,331,2017-06-19
EiC,CX,56,17800,317.9,2017-06-20
EiC,CX,53,17600,332.1,2017-06-21
EiC,CX,195,51450,263.8,2017-06-22
EiC,CX,120,30300,252.5,2017-06-23
EiC,CX,50,15350,307,2017-06-24
EiC,CX,49,16100,328.6,2017-06-25
EiC,CX,45,14150,314.4,2017-06-26
EiC,CX,56,16850,300.9,2017-06-27
EiC,CX,77,22500,292.2,2017-06-28
EiC,CX,120,31750,264.6,2017-06-29
EiC,CX,72,19300,268.1,2017-06-30
EiC,CX,68,21200,311.8,2017-07-01
EiC,CX,45,13150,292.2,2017-07-02
EiC,CX,38,11250,296.1,2017-07-03
EiC,CX,45,14050,312.2,2017-07-04
EiC,CX,50,16300,326,2017-07-05
EiC,CX,135,38200,283,2017-07-06
EiC,CX,114,32300,283.3,2017-07-07
EiC,CX,61,22050,361.5,2017-07-08
EiC,CX,58,19700,339.7,2017-07-09
EiC,CX,92,26450,287.5,2017-07-10
EiC,CX,69,22150,321,2017-07-11
EiC,CX,73,21700,297.3,2017-07-12
EiC,CX,108,30500,282.4,2017-07-13
EiC,CX,82,27150,331.1,2017-07-14
EiC,CX,81,26500,327.2,2017-07-15
EiC,CX,91,27800,305.5,2017-07-16
EiC,CX,122,32800,268.9,2017-07-17
EiC,CX,88,24350,276.7,2017-07-18
EiC,CX,70,19400,277.1,2017-07-19
EiC,CX,93,27050,290.9,2017-07-20
EiC,CX,80,23500,293.8,2017-07-21
EiC,CX,98,30350,309.7,2017-07-22
EiC,CX,82,26200,319.5,2017-07-23
EiC,CX,61,19500,319.7,2017-07-24
EiC,CX,54,17300,320.4,2017-07-25
EiC,CX,37,12650,341.9,2017-07-26
EiC,CX,34,10600,311.8,2017-07-27
EiC,CX,39,12350,316.7,2017-07-28
EiC,CX,31,11600,374.2,2017-07-29
EiC,CX,77,23250,301.9,2017-07-30
EiC,CX,48,13900,289.6,2017-07-31
EiC,CX,52,16650,320.2,2017-08-01
EiC,CX,54,17350,321.3,2017-08-02
EiC,CX,53,18100,341.5,2017-08-03
EiC,CX,48,14750,307.3,2017-08-04
EiC,CX,54,17700,327.8,2017-08-05
EiC,CX,45,15700,348.9,2017-08-06
EiC,CX,29,10550,363.8,2017-08-07
EiC,CX,36,12150,337.5,2017-08-08
EiC,CX,35,11150,318.6,2017-08-09
EiC,CX,30,10300,343.3,2017-08-10
EiC,CX,53,15350,289.6,2017-08-11
EiC,CX,32,9750,304.7,2017-08-12
EiC,CX,51,17400,341.2,2017-08-13
EiC,CX,18,6050,336.1,2017-08-14
EiC,CX,71,19850,279.6,2017-08-15
EiC,CX,53,15150,285.8,2017-08-16
EiC,CX,41,12850,313.4,2017-08-17
EiC,CX,80,24550,306.9,2017-08-18
EiC,CX,71,23150,326.1,2017-08-19
EiC,CX,57,17500,307,2017-08-20
EiC,CX,67,21050,314.2,2017-08-21
EiC,CX,31,10900,351.6,2017-08-22
EiC,CX,39,12900,330.8,2017-08-23
EiC,CX,34,9200,270.6,2017-08-24
EiC,CX,76,22100,290.8,2017-08-25
EiC,CX,36,13200,366.7,2017-08-26
EiC,CX,55,20850,379.1,2017-08-27
EiC,CX,54,21450,397.2,2017-08-28
EiC,CX,56,19250,343.8,2017-08-29
EiC,CX,82,26100,318.3,2017-08-30
EiC,CX,84,25150,299.4,2017-08-31
EiC,CX,100,32700,327,2017-09-01
EiC,CX,94,28050,298.4,2017-09-02
EiC,CX,104,33150,318.8,2017-09-03
EiC,CX,84,23950,285.1,2017-09-04
EiC,CX,25,8700,348,2017-09-05
EiC,CX,32,8700,271.9,2017-09-06
EiC,CX,49,13800,281.6,2017-09-07
EiC,CX,79,29850,377.8,2017-09-08
